countryName,countryEnglishName,province_confirmedCount,updateTime,,,,,
摩尔多瓦,Moldova,3,2020/3/12,,,,,
孟加拉国,Bangladesh,3,2020/3/12,,,,,
尼日利亚,Nigeria,2,2020/3/12,,,,,
巴拉圭,Paraguay,2,2020/3/12,,,,,
布基纳法索,Burkina Faso,2,2020/3/12,,,,,
玻利维亚,Bolivia,2,2020/3/12,,,,,
蒙古,Mongolia,1,2020/3/12,,,,,
土耳其,Turkey,1,2020/3/12,,,,,
刚果（金）,Democratic Republic of the Congo,1,2020/3/12,,,,,
牙买加,Jamaica,1,2020/3/12,,,,,
科特迪瓦,Ivory Coast,1,2020/3/12,,,,,
新西兰,New Zealand,5,2020/3/12,,,,,
塞内加尔,Senegal,4,2020/3/12,,,,,
喀麦隆,Cameroon,2,2020/3/12,,,,,
多米尼加,Dominican Republic,1,2020/3/12,,,,,
安道尔,Andorra,1,2020/3/12,,,,,
乌克兰,Ukraine,1,2020/3/12,,,,,
约旦,Jordan,1,2020/3/12,,,,,
列支敦士登,Liechtenstein,1,2020/3/12,,,,,
不丹,Kingdom of Bhutan,1,2020/3/12,,,,,
梵蒂冈,Status Civitatis Vaticanae,1,2020/3/12,,,,,
多哥,Togo,1,2020/3/12,,,,,
尼泊尔,Nepal,1,2020/3/12,,,,,
日本,Japan,620,2020/3/11,,,,,
西班牙,Spain,2128,2020/3/11,,,,,
伊朗,Iran,9000,2020/3/11,,,,,
意大利,Italy,10283,2020/3/11,,,,,
韩国,Korea,7755,2020/3/11,,,,,
德国,Germany,1524,2020/3/11,,,,,
英国,United Kingdom,373,2020/3/11,,,,,
瑞典,Sweden,355,2020/3/11,,,,,
挪威,Norway,277,2020/3/11,,,,,
比利时,Belgium,267,2020/3/11,,,,,
钻石公主号邮轮,Diamond Princess Cruise Ship,696,2020/3/11,,,,,
丹麦,Denmark,262,2020/3/11,,,,,
奥地利,Austria,182,2020/3/11,,,,,
澳大利亚,Australia,117,2020/3/11,,,,,
加拿大,Canada,93,2020/3/11,,,,,
以色列,Israel,75,2020/3/11,,,,,
冰岛,Iceland,69,2020/3/11,,,,,
捷克,Czech Republic,61,2020/3/11,,,,,
圣马力诺,San Marino,62,2020/3/11,,,,,
印度,India,61,2020/3/11,,,,,
伊拉克,Iraq,71,2020/3/11,,,,,
黎巴嫩,Lebanon,52,2020/3/11,,,,,
埃及,Egypt,59,2020/3/11,,,,,
巴西,Brazil,34,2020/3/11,,,,,
爱尔兰,Ireland,34,2020/3/11,,,,,
菲律宾,Philippines,35,2020/3/11,,,,,
斯洛文尼亚,Slovenia,31,2020/3/11,,,,,
巴勒斯坦,Palestine,30,2020/3/11,,,,,
罗马尼亚,Romania,28,2020/3/11,,,,,
泰国,Thailand,59,2020/3/11,,,,,
卡塔尔,Qatar,24,2020/3/11,,,,,
印度尼西亚,Indonesia,27,2020/3/11,,,,,
格鲁吉亚,Georgia,23,2020/3/11,,,,,
波兰,Poland,22,2020/3/11,,,,,
沙特阿拉伯,Saudi Arabia,21,2020/3/11,,,,,
阿尔及利亚,Algeria,20,2020/3/11,,,,,
越南,Vietnam,35,2020/3/11,,,,,
阿根廷,Argentina,19,2020/3/11,,,,,
俄罗斯,Russia,20,2020/3/11,,,,,
巴基斯坦,Pakistan,18,2020/3/11,,,,,
智利,Chile,17,2020/3/11,,,,,
阿曼,Oman,18,2020/3/11,,,,,
克罗地亚,Croatia,15,2020/3/11,,,,,
厄瓜多尔,Ecuador,15,2020/3/11,,,,,
爱沙尼亚,Estonia,13,2020/3/11,,,,,
哥斯达黎加,Costa Rica,13,2020/3/11,,,,,
阿塞拜疆,Azerbaijan,13,2020/3/11,,,,,
阿富汗,Afghanistan,7,2020/3/11,,,,,
波黑,Bosnia and Herzegovina,7,2020/3/11,,,,,
南非,South Africa,7,2020/3/11,,,,,
巴拿马,Panama,8,2020/3/11,,,,,
塞尔维亚,Republic of Serbia,5,2020/3/11,,,,,
马耳他,Malta,5,2020/3/11,,,,,
立陶宛,Lithuania,3,2020/3/11,,,,,
哥伦比亚,Colombia,3,2020/3/11,,,,,
柬埔寨,Kampuchea (Cambodia ),3,2020/3/11,,,,,
巴拉圭,Paraguay,2,2020/3/11,,,,,
玻利维亚,Bolivia,2,2020/3/11,,,,,
斯里兰卡,SriLanka,2,2020/3/11,,,,,
刚果（金）,Democratic Republic of the Congo,1,2020/3/11,,,,,
牙买加,Jamaica,1,2020/3/11,,,,,
法国,France,1784,2020/3/11,,,,,
美国,United States of America,1004,2020/3/11,,,,,
瑞士,Switzerland,476,2020/3/11,,,,,
荷兰,Netherlands,382,2020/3/11,,,,,
马来西亚,Malaysia,129,2020/3/11,,,,,
巴林,Bahrain,109,2020/3/11,,,,,
希腊,Greece,89,2020/3/11,,,,,
新加坡,Singapore,166,2020/3/11,,,,,
科威特,Kuwait,69,2020/3/11,,,,,
阿联酋,United Arab Emirates,74,2020/3/11,,,,,
芬兰,Finland,40,2020/3/11,,,,,
葡萄牙,Portugal,30,2020/3/11,,,,,
匈牙利,Hungary,9,2020/3/11,,,,,
拉脱维亚,Latvia,8,2020/3/11,,,,,
北马其顿,North Macedonia,7,2020/3/11,,,,,
白俄罗斯,Belarus,9,2020/3/11,,,,,
斯洛伐克,Slovakia,7,2020/3/11,,,,,
墨西哥,Mexico,7,2020/3/11,,,,,
秘鲁,Peru,6,2020/3/11,,,,,
马尔代夫,Maldives,6,2020/3/11,,,,,
阿尔巴尼亚,Albania,6,2020/3/11,,,,,
文莱,Brunei,6,2020/3/11,,,,,
新西兰,New Zealand,5,2020/3/11,,,,,
卢森堡,Luxembourg,5,2020/3/11,,,,,
突尼斯,Tunisia,5,2020/3/11,,,,,
摩洛哥,Morocco,3,2020/3/11,,,,,
孟加拉国,Bangladesh,3,2020/3/11,,,,,
尼日利亚,Nigeria,2,2020/3/11,,,,,
喀麦隆,Cameroon,2,2020/3/11,,,,,
保加利亚,Bulgaria,2,2020/3/11,,,,,
布基纳法索,Burkina Faso,2,2020/3/11,,,,,
塞浦路斯,Cyprus,2,2020/3/11,,,,,
不丹,Kingdom of Bhutan,1,2020/3/11,,,,,
梵蒂冈,Status Civitatis Vaticanae,1,2020/3/11,,,,,
多哥,Togo,1,2020/3/11,,,,,
摩尔多瓦,Moldova,1,2020/3/11,,,,,
蒙古,Mongolia,1,2020/3/11,,,,,
土耳其,Turkey,1,2020/3/11,,,,,
塞内加尔,Senegal,4,2020/3/11,,,,,
乌克兰,Ukraine,1,2020/3/11,,,,,
约旦,Jordan,1,2020/3/11,,,,,
列支敦士登,Liechtenstein,1,2020/3/11,,,,,
西班牙,Spain,1648,2020/3/10,,,,,
日本,Japan,581,2020/3/10,,,,,
荷兰,Netherlands,382,2020/3/10,,,,,
瑞典,Sweden,326,2020/3/10,,,,,
马来西亚,Malaysia,129,2020/3/10,,,,,
印度,India,58,2020/3/10,,,,,
法国,France,1606,2020/3/10,,,,,
印度尼西亚,Indonesia,27,2020/3/10,,,,,
波兰,Poland,18,2020/3/10,,,,,
爱沙尼亚,Estonia,12,2020/3/10,,,,,
拉脱维亚,Latvia,8,2020/3/10,,,,,
钻石公主号邮轮,Diamond Princess Cruise Ship,696,2020/3/10,,,,,
丹麦,Denmark,113,2020/3/10,,,,,
希腊,Greece,89,2020/3/10,,,,,
科威特,Kuwait,69,2020/3/10,,,,,
菲律宾,Philippines,33,2020/3/10,,,,,
泰国,Thailand,53,2020/3/10,,,,,
智利,Chile,13,2020/3/10,,,,,
阿塞拜疆,Azerbaijan,11,2020/3/10,,,,,
白俄罗斯,Belarus,9,2020/3/10,,,,,
塞尔维亚,Republic of Serbia,4,2020/3/10,,,,,
阿联酋,United Arab Emirates,74,2020/3/10,,,,,
芬兰,Finland,40,2020/3/10,,,,,
北马其顿,North Macedonia,7,2020/3/10,,,,,
阿尔巴尼亚,Albania,6,2020/3/10,,,,,
瑞士,Switzerland,476,2020/3/10,,,,,
奥地利,Austria,157,2020/3/10,,,,,
新加坡,Singapore,166,2020/3/10,,,,,
捷克,Czech Republic,40,2020/3/10,,,,,
越南,Vietnam,34,2020/3/10,,,,,
文莱,Brunei,6,2020/3/10,,,,,
阿富汗,Afghanistan,5,2020/3/10,,,,,
摩洛哥,Morocco,3,2020/3/10,,,,,
德国,Germany,1239,2020/3/10,,,,,
意大利,Italy,9172,2020/3/10,,,,,
韩国,Korea,7513,2020/3/10,,,,,
伊朗,Iran,8042,2020/3/10,,,,,
美国,United States of America,704,2020/3/10,,,,,
英国,United Kingdom,319,2020/3/10,,,,,
比利时,Belgium,239,2020/3/10,,,,,
挪威,Norway,169,2020/3/10,,,,,
巴林,Bahrain,109,2020/3/10,,,,,
澳大利亚,Australia,101,2020/3/10,,,,,
加拿大,Canada,77,2020/3/10,,,,,
冰岛,Iceland,60,2020/3/10,,,,,
伊拉克,Iraq,67,2020/3/10,,,,,
圣马力诺,San Marino,51,2020/3/10,,,,,
以色列,Israel,50,2020/3/10,,,,,
埃及,Egypt,59,2020/3/10,,,,,
黎巴嫩,Lebanon,32,2020/3/10,,,,,
葡萄牙,Portugal,30,2020/3/10,,,,,
巴西,Brazil,25,2020/3/10,,,,,
斯洛文尼亚,Slovenia,25,2020/3/10,,,,,
爱尔兰,Ireland,24,2020/3/10,,,,,
沙特阿拉伯,Saudi Arabia,20,2020/3/10,,,,,
阿尔及利亚,Algeria,19,2020/3/10,,,,,
巴勒斯坦,Palestine,19,2020/3/10,,,,,
卡塔尔,Qatar,18,2020/3/10,,,,,
阿根廷,Argentina,17,2020/3/10,,,,,
巴基斯坦,Pakistan,16,2020/3/10,,,,,
阿曼,Oman,16,2020/3/10,,,,,
罗马尼亚,Romania,17,2020/3/10,,,,,
克罗地亚,Croatia,13,2020/3/10,,,,,
厄瓜多尔,Ecuador,13,2020/3/10,,,,,
格鲁吉亚,Georgia,13,2020/3/10,,,,,
匈牙利,Hungary,9,2020/3/10,,,,,
哥斯达黎加,Costa Rica,9,2020/3/10,,,,,
俄罗斯,Russia,10,2020/3/10,,,,,
斯洛伐克,Slovakia,7,2020/3/10,,,,,
墨西哥,Mexico,7,2020/3/10,,,,,
秘鲁,Peru,6,2020/3/10,,,,,
马尔代夫,Maldives,6,2020/3/10,,,,,
新西兰,New Zealand,5,2020/3/10,,,,,
卢森堡,Luxembourg,5,2020/3/10,,,,,
突尼斯,Tunisia,5,2020/3/10,,,,,
波黑,Bosnia and Herzegovina,5,2020/3/10,,,,,
塞内加尔,Senegal,4,2020/3/10,,,,,
孟加拉国,Bangladesh,3,2020/3/10,,,,,
尼日利亚,Nigeria,2,2020/3/10,,,,,
喀麦隆,Cameroon,2,2020/3/10,,,,,
南非,South Africa,2,2020/3/10,,,,,
保加利亚,Bulgaria,2,2020/3/10,,,,,
布基纳法索,Burkina Faso,2,2020/3/10,,,,,
塞浦路斯,Cyprus,2,2020/3/10,,,,,
柬埔寨,Kampuchea (Cambodia ),2,2020/3/10,,,,,
立陶宛,Lithuania,1,2020/3/10,,,,,
摩纳哥,Monaco,1,2020/3/10,,,,,
亚美尼亚,Armenia,1,2020/3/10,,,,,
多米尼加,Dominican Republic,1,2020/3/10,,,,,
安道尔,Andorra,1,2020/3/10,,,,,
乌克兰,Ukraine,1,2020/3/10,,,,,
约旦,Jordan,1,2020/3/10,,,,,
列支敦士登,Liechtenstein,1,2020/3/10,,,,,
不丹,Kingdom of Bhutan,1,2020/3/10,,,,,
梵蒂冈,Status Civitatis Vaticanae,1,2020/3/10,,,,,
哥伦比亚,Colombia,1,2020/3/10,,,,,
多哥,Togo,1,2020/3/10,,,,,
巴拉圭,Paraguay,1,2020/3/10,,,,,
马耳他,Malta,1,2020/3/10,,,,,
摩尔多瓦,Moldova,1,2020/3/10,,,,,
蒙古,Mongolia,1,2020/3/10,,,,,
巴拿马,Panama,1,2020/3/10,,,,,
尼泊尔,Nepal,1,2020/3/10,,,,,
斯里兰卡,SriLanka,1,2020/3/10,,,,,
中国,China,93,2020/3/9,,,,,
哥斯达黎加,Costa Rica,9,2020/3/9,,,,,
西班牙,Spain,999,2020/3/9,,,,,
芬兰,Finland,30,2020/3/9,,,,,
日本,Japan,514,2020/3/9,,,,,
瑞士,Switzerland,312,2020/3/9,,,,,
比利时,Belgium,239,2020/3/9,,,,,
瑞典,Sweden,213,2020/3/9,,,,,
巴林,Bahrain,109,2020/3/9,,,,,
马来西亚,Malaysia,117,2020/3/9,,,,,
冰岛,Iceland,58,2020/3/9,,,,,
匈牙利,Hungary,9,2020/3/9,,,,,
拉脱维亚,Latvia,6,2020/3/9,,,,,
尼日利亚,Nigeria,2,2020/3/9,,,,,
突尼斯,Tunisia,2,2020/3/9,,,,,
伊朗,Iran,7161,2020/3/9,,,,,
韩国,Korea,7478,2020/3/9,,,,,
意大利,Italy,7375,2020/3/9,,,,,
德国,Germany,1112,2020/3/9,,,,,
法国,France,1126,2020/3/9,,,,,
美国,United States of America,572,2020/3/9,,,,,
挪威,Norway,169,2020/3/9,,,,,
奥地利,Austria,102,2020/3/9,,,,,
加拿大,Canada,66,2020/3/9,,,,,
澳大利亚,Australia,83,2020/3/9,,,,,
伊拉克,Iraq,61,2020/3/9,,,,,
埃及,Egypt,55,2020/3/9,,,,,
以色列,Israel,39,2020/3/9,,,,,
圣马力诺,San Marino,36,2020/3/9,,,,,
丹麦,Denmark,35,2020/3/9,,,,,
捷克,Czech Republic,32,2020/3/9,,,,,
黎巴嫩,Lebanon,32,2020/3/9,,,,,
葡萄牙,Portugal,30,2020/3/9,,,,,
巴西,Brazil,25,2020/3/9,,,,,
爱尔兰,Ireland,21,2020/3/9,,,,,
斯洛文尼亚,Slovenia,16,2020/3/9,,,,,
罗马尼亚,Romania,15,2020/3/9,,,,,
阿根廷,Argentina,12,2020/3/9,,,,,
菲律宾,Philippines,10,2020/3/9,,,,,
智利,Chile,8,2020/3/9,,,,,
波兰,Poland,8,2020/3/9,,,,,
卢森堡,Luxembourg,5,2020/3/9,,,,,
斯洛伐克,Slovakia,5,2020/3/9,,,,,
马尔代夫,Maldives,4,2020/3/9,,,,,
保加利亚,Bulgaria,2,2020/3/9,,,,,
摩尔多瓦,Moldova,1,2020/3/9,,,,,
英国,United Kingdom,206,2020/3/9,,,,,
荷兰,Netherlands,188,2020/3/9,,,,,
希腊,Greece,66,2020/3/9,,,,,
新加坡,Singapore,138,2020/3/9,,,,,
阿联酋,United Arab Emirates,45,2020/3/9,,,,,
印度,India,39,2020/3/9,,,,,
阿尔及利亚,Algeria,19,2020/3/9,,,,,
巴勒斯坦,Palestine,19,2020/3/9,,,,,
泰国,Thailand,50,2020/3/9,,,,,
格鲁吉亚,Georgia,13,2020/3/9,,,,,
克罗地亚,Croatia,12,2020/3/9,,,,,
卡塔尔,Qatar,11,2020/3/9,,,,,
俄罗斯,Russia,10,2020/3/9,,,,,
沙特阿拉伯,Saudi Arabia,7,2020/3/9,,,,,
墨西哥,Mexico,7,2020/3/9,,,,,
秘鲁,Peru,6,2020/3/9,,,,,
越南,Vietnam,21,2020/3/9,,,,,
巴基斯坦,Pakistan,6,2020/3/9,,,,,
新西兰,New Zealand,5,2020/3/9,,,,,
阿富汗,Afghanistan,4,2020/3/9,,,,,
北马其顿,North Macedonia,3,2020/3/9,,,,,
波黑,Bosnia and Herzegovina,3,2020/3/9,,,,,
南非,South Africa,2,2020/3/9,,,,,
柬埔寨,Kampuchea (Cambodia ),2,2020/3/9,,,,,
巴拉圭,Paraguay,1,2020/3/9,,,,,
马耳他,Malta,1,2020/3/9,,,,,
科威特,Kuwait,58,2020/3/9,,,,,
至尊公主邮轮,Grand Princess,21,2020/3/9,,,,,
阿曼,Oman,16,2020/3/9,,,,,
厄瓜多尔,Ecuador,13,2020/3/9,,,,,
爱沙尼亚,Estonia,10,2020/3/9,,,,,
印度尼西亚,Indonesia,4,2020/3/9,,,,,
塞内加尔,Senegal,4,2020/3/9,,,,,
喀麦隆,Cameroon,2,2020/3/9,,,,,
不丹,Kingdom of Bhutan,1,2020/3/9,,,,,
梵蒂冈,Status Civitatis Vaticanae,1,2020/3/9,,,,,
塞尔维亚,Republic of Serbia,1,2020/3/9,,,,,
哥伦比亚,Colombia,1,2020/3/9,,,,,
多哥,Togo,1,2020/3/9,,,,,
钻石公主号邮轮,Diamond Princess Cruise Ship,696,2020/3/9,,,,,
韩国,Korea,7314,2020/3/8,,,,,
伊朗,Iran,6566,2020/3/8,,,,,
埃及,Egypt,33,2020/3/8,,,,,
德国,Germany,847,2020/3/8,,,,,
西班牙,Spain,516,2020/3/8,,,,,
美国,United States of America,445,2020/3/8,,,,,
日本,Japan,463,2020/3/8,,,,,
瑞士,Switzerland,228,2020/3/8,,,,,
英国,United Kingdom,206,2020/3/8,,,,,
荷兰,Netherlands,188,2020/3/8,,,,,
比利时,Belgium,169,2020/3/8,,,,,
瑞典,Sweden,161,2020/3/8,,,,,
挪威,Norway,147,2020/3/8,,,,,
奥地利,Austria,79,2020/3/8,,,,,
巴林,Bahrain,77,2020/3/8,,,,,
马来西亚,Malaysia,93,2020/3/8,,,,,
希腊,Greece,66,2020/3/8,,,,,
新加坡,Singapore,138,2020/3/8,,,,,
加拿大,Canada,60,2020/3/8,,,,,
伊拉克,Iraq,54,2020/3/8,,,,,
冰岛,Iceland,50,2020/3/8,,,,,
澳大利亚,Australia,74,2020/3/8,,,,,
印度,India,39,2020/3/8,,,,,
黎巴嫩,Lebanon,28,2020/3/8,,,,,
丹麦,Denmark,27,2020/3/8,,,,,
圣马力诺,San Marino,26,2020/3/8,,,,,
以色列,Israel,25,2020/3/8,,,,,
捷克,Czech Republic,21,2020/3/8,,,,,
阿尔及利亚,Algeria,19,2020/3/8,,,,,
巴西,Brazil,19,2020/3/8,,,,,
爱尔兰,Ireland,19,2020/3/8,,,,,
巴勒斯坦,Palestine,19,2020/3/8,,,,,
芬兰,Finland,19,2020/3/8,,,,,
葡萄牙,Portugal,15,2020/3/8,,,,,
格鲁吉亚,Georgia,13,2020/3/8,,,,,
斯洛文尼亚,Slovenia,12,2020/3/8,,,,,
罗马尼亚,Romania,13,2020/3/8,,,,,
阿根廷,Argentina,9,2020/3/8,,,,,
俄罗斯,Russia,10,2020/3/8,,,,,
沙特阿拉伯,Saudi Arabia,7,2020/3/8,,,,,
智利,Chile,7,2020/3/8,,,,,
墨西哥,Mexico,7,2020/3/8,,,,,
波兰,Poland,6,2020/3/8,,,,,
秘鲁,Peru,6,2020/3/8,,,,,
越南,Vietnam,21,2020/3/8,,,,,
巴基斯坦,Pakistan,6,2020/3/8,,,,,
匈牙利,Hungary,5,2020/3/8,,,,,
阿富汗,Afghanistan,4,2020/3/8,,,,,
北马其顿,North Macedonia,3,2020/3/8,,,,,
波黑,Bosnia and Herzegovina,3,2020/3/8,,,,,
斯洛伐克,Slovakia,3,2020/3/8,,,,,
南非,South Africa,2,2020/3/8,,,,,
马尔代夫,Maldives,2,2020/3/8,,,,,
柬埔寨,Kampuchea (Cambodia ),2,2020/3/8,,,,,
巴拉圭,Paraguay,1,2020/3/8,,,,,
马耳他,Malta,1,2020/3/8,,,,,
意大利,Italy,5883,2020/3/8,,,,,
法国,France,949,2020/3/8,,,,,
阿联酋,United Arab Emirates,45,2020/3/8,,,,,
至尊公主邮轮,Grand Princess,21,2020/3/8,,,,,
泰国,Thailand,50,2020/3/8,,,,,
克罗地亚,Croatia,12,2020/3/8,,,,,
卡塔尔,Qatar,11,2020/3/8,,,,,
爱沙尼亚,Estonia,10,2020/3/8,,,,,
新西兰,New Zealand,5,2020/3/8,,,,,
菲律宾,Philippines,6,2020/3/8,,,,,
卢森堡,Luxembourg,3,2020/3/8,,,,,
喀麦隆,Cameroon,2,2020/3/8,,,,,
哥斯达黎加,Costa Rica,1,2020/3/8,,,,,
哥伦比亚,Colombia,1,2020/3/8,,,,,
多哥,Togo,1,2020/3/8,,,,,
钻石公主号邮轮,Diamond Princess Cruise Ship,696,2020/3/8,,,,,
科威特,Kuwait,58,2020/3/8,,,,,
阿曼,Oman,16,2020/3/8,,,,,
厄瓜多尔,Ecuador,13,2020/3/8,,,,,
白俄罗斯,Belarus,6,2020/3/8,,,,,
印度尼西亚,Indonesia,4,2020/3/8,,,,,
塞内加尔,Senegal,4,2020/3/8,,,,,
不丹,Kingdom of Bhutan,1,2020/3/8,,,,,
梵蒂冈,Status Civitatis Vaticanae,1,2020/3/8,,,,,
塞尔维亚,Republic of Serbia,1,2020/3/8,,,,,
伊朗,Iran,5823,2020/3/7,,,,,
韩国,Korea,7041,2020/3/7,,,,,
意大利,Italy,4636,2020/3/7,,,,,
德国,Germany,687,2020/3/7,,,,,
法国,France,613,2020/3/7,,,,,
西班牙,Spain,387,2020/3/7,,,,,
日本,Japan,420,2020/3/7,,,,,
美国,United States of America,324,2020/3/7,,,,,
瑞士,Switzerland,210,2020/3/7,,,,,
英国,United Kingdom,163,2020/3/7,,,,,
瑞典,Sweden,137,2020/3/7,,,,,
荷兰,Netherlands,128,2020/3/7,,,,,
挪威,Norway,113,2020/3/7,,,,,
比利时,Belgium,109,2020/3/7,,,,,
马来西亚,Malaysia,83,2020/3/7,,,,,
奥地利,Austria,55,2020/3/7,,,,,
巴林,Bahrain,56,2020/3/7,,,,,
加拿大,Canada,53,2020/3/7,,,,,
新加坡,Singapore,130,2020/3/7,,,,,
希腊,Greece,46,2020/3/7,,,,,
冰岛,Iceland,45,2020/3/7,,,,,
伊拉克,Iraq,46,2020/3/7,,,,,
澳大利亚,Australia,64,2020/3/7,,,,,
阿联酋,United Arab Emirates,45,2020/3/7,,,,,
印度,India,33,2020/3/7,,,,,
圣马力诺,San Marino,23,2020/3/7,,,,,
丹麦,Denmark,23,2020/3/7,,,,,
至尊公主邮轮,Grand Princess,21,2020/3/7,,,,,
以色列,Israel,21,2020/3/7,,,,,
泰国,Thailand,50,2020/3/7,,,,,
爱尔兰,Ireland,18,2020/3/7,,,,,
捷克,Czech Republic,18,2020/3/7,,,,,
巴勒斯坦,Palestine,16,2020/3/7,,,,,
芬兰,Finland,15,2020/3/7,,,,,
埃及,Egypt,15,2020/3/7,,,,,
巴西,Brazil,13,2020/3/7,,,,,
克罗地亚,Croatia,12,2020/3/7,,,,,
卡塔尔,Qatar,11,2020/3/7,,,,,
爱沙尼亚,Estonia,10,2020/3/7,,,,,
格鲁吉亚,Georgia,9,2020/3/7,,,,,
葡萄牙,Portugal,8,2020/3/7,,,,,
阿根廷,Argentina,8,2020/3/7,,,,,
俄罗斯,Russia,8,2020/3/7,,,,,
罗马尼亚,Romania,9,2020/3/7,,,,,
斯洛文尼亚,Slovenia,6,2020/3/7,,,,,
新西兰,New Zealand,5,2020/3/7,,,,,
波兰,Poland,5,2020/3/7,,,,,
菲律宾,Philippines,6,2020/3/7,,,,,
印度尼西亚,Indonesia,4,2020/3/7,,,,,
卢森堡,Luxembourg,3,2020/3/7,,,,,
越南,Vietnam,18,2020/3/7,,,,,
喀麦隆,Cameroon,2,2020/3/7,,,,,
梵蒂冈,Status Civitatis Vaticanae,1,2020/3/7,,,,,
塞尔维亚,Republic of Serbia,1,2020/3/7,,,,,
南非,South Africa,1,2020/3/7,,,,,
秘鲁,Peru,1,2020/3/7,,,,,
哥斯达黎加,Costa Rica,1,2020/3/7,,,,,
哥伦比亚,Colombia,1,2020/3/7,,,,,
多哥,Togo,1,2020/3/7,,,,,
钻石公主号邮轮,Diamond Princess Cruise Ship,696,2020/3/7,,,,,
科威特,Kuwait,58,2020/3/7,,,,,
阿尔及利亚,Algeria,17,2020/3/7,,,,,
阿曼,Oman,16,2020/3/7,,,,,
厄瓜多尔,Ecuador,13,2020/3/7,,,,,
巴基斯坦,Pakistan,6,2020/3/7,,,,,
智利,Chile,4,2020/3/7,,,,,
匈牙利,Hungary,3,2020/3/7,,,,,
不丹,Kingdom of Bhutan,1,2020/3/7,,,,,
黎巴嫩,Lebanon,15,2020/3/7,,,,,
白俄罗斯,Belarus,6,2020/3/7,,,,,
墨西哥,Mexico,6,2020/3/7,,,,,
塞内加尔,Senegal,4,2020/3/7,,,,,
沙特阿拉伯,Saudi Arabia,2,2020/3/7,,,,,
波黑,Bosnia and Herzegovina,1,2020/3/7,,,,,
法国,France,577,2020/3/6,,,,,
西班牙,Spain,345,2020/3/6,,,,,
新加坡,Singapore,130,2020/3/6,,,,,
希腊,Greece,45,2020/3/6,,,,,
加拿大,Canada,48,2020/3/6,,,,,
圣马力诺,San Marino,23,2020/3/6,,,,,
俄罗斯,Russia,8,2020/3/6,,,,,
斯洛文尼亚,Slovenia,6,2020/3/6,,,,,
秘鲁,Peru,1,2020/3/6,,,,,
瑞士,Switzerland,128,2020/3/6,,,,,
巴林,Bahrain,56,2020/3/6,,,,,
芬兰,Finland,15,2020/3/6,,,,,
爱沙尼亚,Estonia,5,2020/3/6,,,,,
印度尼西亚,Indonesia,4,2020/3/6,,,,,
喀麦隆,Cameroon,1,2020/3/6,,,,,
塞尔维亚,Republic of Serbia,1,2020/3/6,,,,,
南非,South Africa,1,2020/3/6,,,,,
比利时,Belgium,109,2020/3/6,,,,,
梵蒂冈,Status Civitatis Vaticanae,1,2020/3/6,,,,,
韩国,Korea,6593,2020/3/6,,,,,
伊朗,Iran,4747,2020/3/6,,,,,
意大利,Italy,3927,2020/3/6,,,,,
德国,Germany,565,2020/3/6,,,,,
日本,Japan,371,2020/3/6,,,,,
瑞典,Sweden,94,2020/3/6,,,,,
挪威,Norway,86,2020/3/6,,,,,
荷兰,Netherlands,82,2020/3/6,,,,,
科威特,Kuwait,58,2020/3/6,,,,,
奥地利,Austria,41,2020/3/6,,,,,
伊拉克,Iraq,38,2020/3/6,,,,,
澳大利亚,Australia,59,2020/3/6,,,,,
冰岛,Iceland,34,2020/3/6,,,,,
马来西亚,Malaysia,55,2020/3/6,,,,,
印度,India,31,2020/3/6,,,,,
丹麦,Denmark,20,2020/3/6,,,,,
阿尔及利亚,Algeria,17,2020/3/6,,,,,
泰国,Thailand,48,2020/3/6,,,,,
以色列,Israel,17,2020/3/6,,,,,
阿曼,Oman,16,2020/3/6,,,,,
爱尔兰,Ireland,13,2020/3/6,,,,,
厄瓜多尔,Ecuador,13,2020/3/6,,,,,
捷克,Czech Republic,12,2020/3/6,,,,,
克罗地亚,Croatia,11,2020/3/6,,,,,
巴勒斯坦,Palestine,7,2020/3/6,,,,,
巴基斯坦,Pakistan,6,2020/3/6,,,,,
新西兰,New Zealand,4,2020/3/6,,,,,
智利,Chile,4,2020/3/6,,,,,
菲律宾,Philippines,5,2020/3/6,,,,,
匈牙利,Hungary,3,2020/3/6,,,,,
阿根廷,Argentina,2,2020/3/6,,,,,
不丹,Kingdom of Bhutan,1,2020/3/6,,,,,
中国,China,93,2020/3/6,,,,,
钻石公主号邮轮,Diamond Princess Cruise Ship,696,2020/3/6,,,,,
美国,United States of America,232,2020/3/6,,,,,
英国,United Kingdom,116,2020/3/6,,,,,
阿联酋,United Arab Emirates,29,2020/3/6,,,,,
巴西,Brazil,8,2020/3/6,,,,,
罗马尼亚,Romania,6,2020/3/6,,,,,
波黑,Bosnia and Herzegovina,1,2020/3/6,,,,,
越南,Vietnam,16,2020/3/6,,,,,
黎巴嫩,Lebanon,15,2020/3/6,,,,,
卡塔尔,Qatar,7,2020/3/6,,,,,
白俄罗斯,Belarus,6,2020/3/6,,,,,
墨西哥,Mexico,6,2020/3/6,,,,,
葡萄牙,Portugal,5,2020/3/6,,,,,
塞内加尔,Senegal,4,2020/3/6,,,,,
沙特阿拉伯,Saudi Arabia,2,2020/3/6,,,,,
乌克兰,Ukraine,1,2020/3/6,,,,,
摩洛哥,Morocco,1,2020/3/6,,,,,
约旦,Jordan,1,2020/3/6,,,,,
列支敦士登,Liechtenstein,1,2020/3/6,,,,,
